iter	Logloss
252	0.2501438851
253	0.2493921373
254	0.2487545919
255	0.247859706
256	0.2469722057
257	0.2461530257
258	0.2455131591
259	0.2447898048
260	0.2439544112
261	0.2430316148
262	0.242206466
263	0.2414027117
264	0.2406527492
265	0.2397818643
266	0.2391002077
267	0.2385349284
268	0.237925084
269	0.237442517
270	0.2367931047
271	0.2360187421
272	0.2351645445
273	0.2344439025
274	0.2338635189
275	0.2331480608
276	0.2325490111
277	0.2317640587
278	0.2312146365
279	0.2305964303
280	0.2300825906
281	0.2293621481
282	0.2285755251
283	0.2279004761
284	0.2272232509
285	0.2264826562
286	0.2258531986
287	0.2251563826
288	0.2245256628
289	0.223808448
290	0.2231513412
291	0.2224463796
292	0.2217428317
293	0.2209530522
294	0.2202951681
295	0.2195950095
296	0.2189192214
297	0.2183167018
298	0.2175369586
299	0.2169265791
300	0.2162049162
301	0.2155569866
302	0.2148807062
303	0.2143240854
304	0.2134929631
305	0.2128181159
306	0.2121700277
307	0.211647011
308	0.2109742991
309	0.2104961101
310	0.2098884135
311	0.209231428
312	0.208749857
313	0.2080593729
314	0.2075516884
315	0.2069040931
316	0.2062952259
317	0.2056785089
318	0.2051946193
319	0.2046354822
320	0.204131761
321	0.2034790993
322	0.2029912598
323	0.2023971086
324	0.2016841306
325	0.201035301
326	0.2004670541
327	0.1998211337
328	0.199346117
329	0.1988155109
330	0.1984801622
331	0.1979877728
332	0.1973294782
333	0.1968719819
334	0.1962843138
335	0.1956444913
336	0.1952673435
337	0.1948595323
338	0.194387338
339	0.1938010527
340	0.1931858866
341	0.1926323125
342	0.192086121
343	0.1915299061
344	0.1910622053
345	0.1904944885
346	0.1901233225
347	0.1895429154
348	0.188923261
349	0.1883887266
350	0.1879212842
351	0.1873467531
352	0.1868344465
353	0.186242143
354	0.1857844987
355	0.185194891
356	0.1846963419
357	0.1841651055
358	0.1836180177
359	0.1831324094
360	0.1826726889
361	0.1822928455
362	0.1818267194
363	0.181436035
364	0.1809553841
365	0.1803437308
366	0.1798877781
367	0.1795179605
368	0.1790837186
369	0.1786774086
370	0.1780913099
371	0.1775697341
372	0.1770410894
373	0.1766081045
374	0.1762182013
375	0.1756803338
376	0.1752179383
377	0.1748273424
378	0.1742837748
379	0.1737795208
380	0.1732568788
381	0.1727798463
382	0.172337821
383	0.1719631809
384	0.1715066109
385	0.1710355971
386	0.1705838171
387	0.1702590513
388	0.1699856583
389	0.1695226909
390	0.1691269298
391	0.1685860061
392	0.1682303637
393	0.1676736972
394	0.1671722894
395	0.1666572136
396	0.1662258646
397	0.1658767933
398	0.1653696028
399	0.1649059566
400	0.1644511587
401	0.1640453812
402	0.1635954226
403	0.1631988994
404	0.1627089681
405	0.1623946468
406	0.1619822131
407	0.1616303395
408	0.1612997929
409	0.1607870379
410	0.1603307662
411	0.1598500688
412	0.159385766
413	0.1589124148
414	0.158453052
415	0.1581338207
416	0.1577324657
417	0.1572054498
418	0.1567378399
419	0.1563436899
420	0.1559981427
421	0.1556501626
422	0.1553236926
423	0.1548864498
424	0.1543846925
425	0.1540291563
426	0.1536930566
427	0.1534408627
428	0.1530574925
429	0.1526552457
430	0.152235719
431	0.1517629702
432	0.1513578172
433	0.150932189
434	0.1504923324
435	0.1501326748
436	0.1497958351
437	0.1494890176
438	0.1491345096
439	0.1487787915
440	0.1484478757
441	0.1481559219
442	0.1477449962
443	0.1474262177
444	0.1471027395
445	0.1467876321
446	0.14639432
447	0.1460689577
448	0.1457061438
449	0.1452886067
450	0.1448738256
451	0.1445099921
452	0.1441681325
453	0.1437646592
454	0.1434216472
455	0.1431813622
456	0.1427982638
457	0.1424260667
458	0.1421413568
459	0.1417812309
460	0.1415341122
461	0.1411670969
462	0.1407202529
463	0.1404058457
464	0.1401682227
465	0.1398447878
466	0.1394882361
467	0.1391428711
468	0.1388527471
469	0.1384609317
470	0.1381719173
471	0.1378588626
472	0.1375258748
473	0.1371587976
474	0.1368652559
475	0.136570462
476	0.1362810715
477	0.1360077878
478	0.1358022568
479	0.1354639265
480	0.1351417997
481	0.1348372666
482	0.1344984761
483	0.1343720881
484	0.1340124424
485	0.1336441052
486	0.1333843467
487	0.133127821
488	0.132726795
489	0.1324328985
490	0.1322506458
491	0.1319793674
492	0.131631039
493	0.1313193894
494	0.1310876087
495	0.1308123821
496	0.1304908347
497	0.1301036697
498	0.1297489904
499	0.1294021794
500	0.1290561062
501	0.1288382136
502	0.1286416119
503	0.1283853408
504	0.1282456371
505	0.1280753892
506	0.1277765931
507	0.1273904922
508	0.1271328726
509	0.1268632035
510	0.1265223162
511	0.1262313705
512	0.1259531874
513	0.1256751445
514	0.1254567969
515	0.1251047694
516	0.1247142132
517	0.1244292499
518	0.1242198348
519	0.1239137802
520	0.1236387208
521	0.1234186256
522	0.1231950491
523	0.1228656971
524	0.1226533256
525	0.1223635837
526	0.1220062763
527	0.1217244883
528	0.121355456
529	0.1211449172
530	0.1208229534
531	0.1205208393
532	0.1202451565
533	0.1200230678
534	0.1198066909
535	0.1194756692
536	0.1191913682
537	0.1190103095
538	0.1187620117
539	0.118535829
540	0.1181389058
541	0.1178752789
542	0.1176727483
543	0.1174542661
544	0.1172282596
545	0.1170172616
546	0.1168105296
547	0.1165489362
548	0.1162755476
549	0.1161143544
550	0.1158851354
551	0.1157245003
552	0.1154616198
553	0.1152525827
554	0.114954323
555	0.114681639
556	0.1144276305
557	0.1141855007
558	0.1139304447
559	0.1136242885
560	0.1134546074
561	0.1132405197
562	0.1129426694
563	0.112664794
564	0.1124747012
565	0.1122230561
566	0.1119767
567	0.111763599
568	0.1114959616
569	0.1111711694
570	0.1109193892
571	0.110728614
572	0.1104977621
573	0.1103193282
574	0.1101000236
575	0.1099139348
576	0.109704336
577	0.1095252464
578	0.1093390741
579	0.1091953006
580	0.1089191724
581	0.1087365536
582	0.108456462
583	0.1081359871
584	0.1079353586
585	0.1076891835
586	0.1073228296
587	0.1070375972
588	0.1067942527
589	0.1066096327
590	0.1064553284
591	0.1062551517
592	0.1059947093
593	0.1058297258
594	0.1056656834
595	0.1054931894
596	0.1052836209
597	0.105083306
598	0.1049579055
599	0.1047621007
600	0.1045171356
601	0.1042608779
602	0.1041311448
603	0.103837764
604	0.1036254887
605	0.1034109963
606	0.1032174568
607	0.1030588122
608	0.1028494457
609	0.102598724
610	0.102413501
611	0.1022419164
612	0.1020573482
613	0.1018619419
614	0.1016462328
615	0.1014772826
616	0.1013149775
617	0.1011241096
618	0.1009501266
619	0.1007458862
620	0.1005511939
621	0.1004358258
622	0.1002029814
623	0.1000050909
624	0.09977133194
625	0.09950386765
626	0.09933587628
627	0.09916149285
628	0.09893132158
629	0.09875899683
630	0.09859959716
631	0.09841389274
632	0.09824557964
633	0.09804026199
634	0.09784744513
635	0.09770863411
636	0.09758994145
637	0.09742644435
638	0.0973051801
639	0.09710246908
640	0.0968549116
641	0.09666851649
642	0.09647721592
643	0.09625049599
644	0.09604551233
645	0.09584009809
646	0.09566553234
647	0.09547804949
648	0.09531100704
649	0.09504614387
650	0.09488499694
651	0.09471716116
652	0.09450101545
653	0.09429428019
654	0.0941172747
655	0.09394300554
656	0.09379676613
657	0.09360563377
658	0.09340517674
659	0.09324980489
660	0.09306750487
661	0.09290236661
662	0.09269147083
663	0.09245798507
664	0.0923231158
665	0.09214555831
666	0.0919788286
667	0.09180499724
668	0.09164034856
669	0.09150603435
670	0.09136037604
671	0.09121434912
672	0.09102799668
673	0.09088408696
674	0.09073705958
675	0.09054536032
676	0.0903825589
677	0.09021953612
678	0.09002945467
679	0.08982629375
680	0.0896565466
681	0.0894633246
682	0.08930804351
683	0.08912337685
684	0.0889228229
685	0.08874469771
686	0.08857193109
687	0.08839717686
688	0.08824381448
689	0.08804240143
690	0.08788445678
691	0.08777080598
692	0.08756938415
693	0.08742479821
694	0.08730889484
695	0.08713094812
696	0.08696541374
697	0.08680139555
698	0.08669482593
699	0.08648331269
700	0.08630546663
701	0.0861917759
702	0.08597815785
703	0.08582938336
704	0.08569293461
705	0.08553416703
706	0.0853513899
707	0.08519181758
708	0.08500309944
709	0.08486915631
710	0.08473112988
711	0.08460511586
712	0.08441767032
713	0.08425517186
714	0.08411506731
715	0.08398266687
716	0.08381066911
717	0.08365746571
718	0.08351447377
719	0.08336162492
720	0.08323440247
721	0.08307648933
722	0.08293721663
723	0.08278406679
724	0.082671901
725	0.08248889681
726	0.08232938085
727	0.0821835562
728	0.08203193192
729	0.08188754158
730	0.08169773796
731	0.0815422458
732	0.08142459201
733	0.08131172791
734	0.08114497218
735	0.081052132
736	0.08087056989
737	0.08074899604
738	0.08059006176
739	0.0804470889
740	0.08035852547
741	0.08020704016
742	0.08004110226
743	0.07990876979
744	0.07979321585
745	0.07967126639
746	0.07952362809
747	0.079398287
748	0.07928647257
749	0.07912288293
750	0.07895313298
751	0.07883852491
752	0.07866782873
753	0.07854859107
754	0.07839122261
755	0.07826311125
756	0.07816401742
757	0.07806877292
758	0.07794350267
759	0.07779053952
760	0.07763065678
761	0.07748786541
762	0.07736995444
763	0.07724878259
764	0.07704616532
765	0.0769255732
766	0.07681958685
767	0.07665713099
768	0.07650239971
769	0.07638315727
770	0.07627861939
771	0.07611936579
772	0.07595307501
773	0.07582183325
774	0.07569812921
775	0.07554738677
776	0.07546377274
777	0.07532209652
778	0.0752120157
779	0.07509016772
780	0.07495263726
781	0.07480491595
782	0.07471919818
783	0.0745826579
784	0.07447467817
785	0.07434359841
786	0.07417828792
787	0.07407697641
788	0.07398857897
789	0.07386906866
790	0.07375379066
791	0.07364195574
792	0.073490949
793	0.07329719843
794	0.07317426917
795	0.07302191141
796	0.07294615515
797	0.07282147929
798	0.072694927
799	0.07253160409
800	0.07243337099
801	0.07231199058
802	0.0721833842
803	0.0720953071
804	0.07199016961
805	0.07186573188
806	0.07175640322
807	0.07163054491
808	0.07148483908
809	0.07135247569
810	0.07127970722
811	0.07111562713
812	0.07101321334
813	0.07089113358
814	0.07076473461
815	0.0706279128
816	0.07048423324
817	0.07038682621
818	0.0702862695
819	0.07013547358
820	0.07001653654
821	0.06993592209
822	0.06982761592
823	0.06973162056
824	0.06961239772
825	0.06945118813
826	0.06931791093
827	0.06918181951
828	0.06908230978
829	0.06898744766
830	0.06889320165
831	0.06873509428
832	0.0686220971
833	0.06850322482
834	0.06841028385
835	0.06829170564
836	0.06817787343
837	0.06804529286
838	0.067904494
839	0.06782965708
840	0.0677389171
841	0.06765128883
842	0.06752159301
843	0.06741662399
844	0.06729434803
845	0.06717584692
846	0.06708906804
847	0.0669681848
848	0.06683226764
849	0.06672370083
850	0.06662204751
851	0.06654196135
852	0.06643183837
853	0.06631381108
854	0.06621306948
855	0.06610939711
856	0.0660166207
857	0.06590613258
858	0.06577803791
859	0.06567529629
860	0.06555109363
861	0.06546619923
862	0.0653562823
863	0.06524110602
864	0.0651256255
865	0.06500678374
866	0.06490554966
867	0.06479629626
868	0.06472218552
869	0.06464155504
870	0.06451281354
871	0.06441969827
872	0.06432869399
873	0.06424149282
874	0.06412209379
875	0.06403072203
876	0.06390726221
877	0.06375877389
878	0.06367433095
879	0.0636206533
880	0.06352077265
881	0.06339460441
882	0.0633190261
883	0.06321543245
884	0.06310078917
885	0.06303210443
886	0.0629261507
887	0.06277329761
888	0.06269464591
889	0.06260116603
890	0.06253331373
891	0.062456641
892	0.06234364085
893	0.06223462317
894	0.06212560735
895	0.06203319397
896	0.06196553047
897	0.06188829262
898	0.0618098382
899	0.06172155494
900	0.06165085404
901	0.06155330661
902	0.06144197183
903	0.06135313575
904	0.0612448662
905	0.06114519333
906	0.06105228341
907	0.06098842032
908	0.06087921015
909	0.06078080412
910	0.06066025567
911	0.0605669196
912	0.06048370415
913	0.06038978064
914	0.06029899748
915	0.06021138121
916	0.06010354753
917	0.06005114792
918	0.05994745638
919	0.05985463187
920	0.05975600113
921	0.05965437894
922	0.0595674589
923	0.0594778512
924	0.05941139872
925	0.05931096691
926	0.05922513161
927	0.05912228444
928	0.0590450487
929	0.05895635475
930	0.05889899027
931	0.05881174554
932	0.05874080718
933	0.05866026862
934	0.05857336084
935	0.0584863836
936	0.05842455417
937	0.05833456841
938	0.05826104581
939	0.05818911626
940	0.05810291658
941	0.05802819284
942	0.05793350298
943	0.05785439301
944	0.05776797324
945	0.05767839359
946	0.05760189831
947	0.05751362575
948	0.05743645831
949	0.05735193215
950	0.05731587291
951	0.05722404413
952	0.05711286514
953	0.05700273055
954	0.05692286854
955	0.0568395181
956	0.0567416289
957	0.05667044614
958	0.05658656594
959	0.0565068765
960	0.05641978611
961	0.05633560552
962	0.05624447014
963	0.0561479087
964	0.05606038106
965	0.05596816776
966	0.05590101249
967	0.05583911326
968	0.05576765541
969	0.05568911406
970	0.05560096963
971	0.05553492354
972	0.05548015142
973	0.05540543835
974	0.05530813469
975	0.05523214234
976	0.05515851368
977	0.05511391726
978	0.0550411862
979	0.05496649931
980	0.05488584218
981	0.05481479467
982	0.05474844808
983	0.05467803509
984	0.05460508902
985	0.05453093345
986	0.05445783426
987	0.05437218271
988	0.05429729462
989	0.05422925821
990	0.05414415527
991	0.05405415531
992	0.05398283493
993	0.05390050918
994	0.0538227101
995	0.05375456095
996	0.05365978773
997	0.05358254133
998	0.05351820611
999	0.05346408033
